,target,Categories,Nfreq,Vfreq,freq,NVratio,Vditrans,Vtrans,Vintrans,Nmorph,MorphStatus,rel_type
15426,pretext,['noun'],85,0,85,86.0,False,False,False,0,obscure,norel
15435,firebreak,['noun'],2,0,2,3.0,False,False,False,2,complex,norel
15444,lineament,['noun'],10,0,10,11.0,False,False,False,0,obscure,norel
15447,tamarisk,['noun'],5,0,5,6.0,False,False,False,1,monomorphemic,norel
15448,spitfire,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
15459,priestess,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
15464,comet,['noun'],34,0,34,35.0,False,False,False,1,monomorphemic,norel
15466,comer,['noun'],96,0,96,97.0,False,False,False,1,complex,norel
15469,crematory,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
15482,prie-dieu,['noun'],1,0,1,2.0,False,False,False,0,undetermined,norel
15487,kingcup,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
15492,golf-course,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
15496,optimist,['noun'],37,0,37,38.0,False,False,False,1,complex,norel
15501,inrush,['noun'],2,0,2,3.0,False,False,False,1,zero_derivation,norel
15509,hatchway,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
15511,landslide,['noun'],26,0,26,27.0,False,False,False,2,complex,norel
15514,baccalaureate,['noun'],2,0,2,3.0,False,False,False,0,obscure,norel
15520,gringo,['noun'],1,0,1,2.0,False,False,False,0,undetermined,norel
15527,reappearance,['noun'],13,0,13,14.0,False,False,False,2,complex,norel
15528,fatalist,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
15532,medic,['noun'],33,0,33,34.0,False,False,False,0,obscure,norel
15535,epoch,['noun'],59,0,59,60.0,False,False,False,1,monomorphemic,norel
15547,trawler,['noun'],49,0,49,50.0,False,False,False,2,complex,norel
15552,adulator,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
15568,tirade,['noun'],30,0,30,31.0,False,False,False,0,obscure,norel
15572,doorcase,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
15573,Brownie,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
15580,ream,['noun'],9,0,9,10.0,False,False,False,1,monomorphemic,norel
15592,lady,['noun'],2015,0,2015,2016.0,False,False,False,1,monomorphemic,norel
15593,hovel,['noun'],31,0,31,32.0,False,False,False,1,monomorphemic,norel
15599,postcard,['noun'],128,0,128,129.0,False,False,False,1,complex,norel
15602,disputant,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
15609,changeling,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
15611,astronomer,['noun'],172,0,172,173.0,False,False,False,1,complex,norel
15614,kiwi,['noun'],20,0,20,21.0,False,False,False,1,monomorphemic,norel
15622,deficit,['noun'],221,0,221,222.0,False,False,False,0,obscure,norel
15624,recorder,['noun'],167,0,167,168.0,False,False,False,1,complex,norel
15632,putsch,['noun'],10,0,10,11.0,False,False,False,0,undetermined,norel
15638,aeon,['noun'],48,0,48,49.0,False,False,False,1,monomorphemic,norel
15645,hiatus,['noun'],19,0,19,20.0,False,False,False,1,monomorphemic,norel
15652,cryptographer,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
15654,heater,['noun'],85,0,85,86.0,False,False,False,1,complex,norel
15666,operator,['noun'],340,0,340,341.0,False,False,False,1,complex,norel
15668,councillorship,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
15669,radio-telescope,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
15679,grange,['noun'],15,0,15,16.0,False,False,False,1,monomorphemic,norel
15680,jailer,['noun'],86,0,86,87.0,False,False,False,2,complex,norel
15684,fascia,['noun'],11,0,11,12.0,False,False,False,0,may_include_a_root,norel
15691,cottage,['noun'],673,0,673,674.0,False,False,False,1,complex,norel
15695,dromedary,['noun'],4,0,4,5.0,False,False,False,0,may_include_a_root,norel
15697,apology,['noun'],208,0,208,209.0,False,False,False,0,obscure,norel
15705,controversialist,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
15720,alexandrine,['noun'],9,0,9,10.0,False,False,False,1,monomorphemic,norel
15722,mover,['noun'],49,0,49,50.0,False,False,False,1,complex,norel
15727,bumpkin,['noun'],4,0,4,5.0,False,False,False,0,obscure,norel
15729,tyrannosaurus,['noun'],3,0,3,4.0,False,False,False,0,may_include_a_root,norel
15741,houseboat,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
15745,monocle,['noun'],4,0,4,5.0,False,False,False,0,may_include_a_root,norel
15748,scallywag,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
15750,authoress,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
15754,doubter,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
15758,mourner,['noun'],41,0,41,42.0,False,False,False,1,complex,norel
15761,beachhead,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
15764,trilogy,['noun'],17,0,17,18.0,False,False,False,0,obscure,norel
15770,guesthouse,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
15784,minder,['noun'],72,0,72,73.0,False,False,False,1,complex,norel
15790,verb,['noun'],58,0,58,59.0,False,False,False,1,monomorphemic,norel
15796,suzerain,['noun'],2,0,2,3.0,False,False,False,0,undetermined,norel
15821,blunderer,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
15829,freeholder,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
15831,quoit,['noun'],6,0,6,7.0,False,False,False,1,monomorphemic,norel
15834,quoin,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
15841,warm-up,['noun'],31,0,31,32.0,False,False,False,1,zero_derivation,norel
15842,divisor,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
15844,sergeant-at-arms,['noun'],6,0,6,7.0,False,False,False,0,irrelevant,norel
15858,woodcut,['noun'],8,0,8,9.0,False,False,False,2,complex,norel
15859,shad,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
15881,tapeworm,['noun'],19,0,19,20.0,False,False,False,1,complex,norel
15884,underwriter,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
15885,rudder,['noun'],17,0,17,18.0,False,False,False,0,obscure,norel
15889,breadline,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
15898,beefeater,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
15899,parasol,['noun'],43,0,43,44.0,False,False,False,1,monomorphemic,norel
15900,oilfield,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
15907,best-seller,['noun'],20,0,20,21.0,False,False,False,1,complex,norel
15915,starting-point,['noun'],16,0,16,17.0,False,False,False,1,complex,norel
15916,passbook,['noun'],9,0,9,10.0,False,False,False,2,complex,norel
15919,lyre,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
15927,poulterer,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
15932,disincentive,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
15940,burial-ground,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
15949,topographer,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
15981,croupier,['noun'],7,0,7,8.0,False,False,False,0,obscure,norel
15992,dichotomy,['noun'],34,0,34,35.0,False,False,False,0,may_include_a_root,norel
15998,talisman,['noun'],34,0,34,35.0,False,False,False,0,obscure,norel
15999,theologian,['noun'],89,0,89,90.0,False,False,False,1,complex,norel
16004,deary,['noun'],18,0,18,19.0,False,False,False,2,complex,norel
16018,dune,['noun'],87,0,87,88.0,False,False,False,1,monomorphemic,norel
16020,coastline,['noun'],76,0,76,77.0,False,False,False,1,complex,norel
16022,fire-escape,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
16023,dirk,['noun'],46,0,46,47.0,False,False,False,1,monomorphemic,norel
16032,gentlewoman,['noun'],39,0,39,40.0,False,False,False,1,complex,norel
16039,singleton,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
16046,thresher,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
16071,philippic,['noun'],2,0,2,3.0,False,False,False,0,may_include_a_root,norel
16073,plughole,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
16075,meat-safe,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16085,macaw,['noun'],5,0,5,6.0,False,False,False,1,monomorphemic,norel
16100,stranglehold,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
16104,auctioneer,['noun'],39,0,39,40.0,False,False,False,2,complex,norel
16114,eater,['noun'],65,0,65,66.0,False,False,False,1,complex,norel
16115,quota,['noun'],109,0,109,110.0,False,False,False,1,monomorphemic,norel
16134,skein,['noun'],24,0,24,25.0,False,False,False,1,monomorphemic,norel
16136,junk-shop,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
16138,cowgirl,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
16159,custodian,['noun'],42,0,42,43.0,False,False,False,1,complex,norel
16161,towrope,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
16169,calliope,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
16172,left-wing,['noun'],192,0,192,193.0,False,False,False,1,complex,norel
16173,withe,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
16178,corgi,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
16185,pastry-cook,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16189,millstone,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
16193,aqueduct,['noun'],10,0,10,11.0,False,False,False,0,may_include_a_root,norel
16199,grocer,['noun'],103,0,103,104.0,False,False,False,0,obscure,norel
16201,guardian,['noun'],373,0,373,374.0,False,False,False,2,complex,norel
16203,architect,['noun'],331,0,331,332.0,False,False,False,0,may_include_a_root,norel
16215,genre,['noun'],35,0,35,36.0,False,False,False,1,monomorphemic,norel
16219,adorer,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16234,bascule,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
16241,catwalk,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
16243,loggia,['noun'],16,0,16,17.0,False,False,False,0,may_include_a_root,norel
16245,phagocyte,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
16252,herdsman,['noun'],39,0,39,40.0,False,False,False,1,complex,norel
16257,grille,['noun'],68,0,68,69.0,False,False,False,1,monomorphemic,norel
16259,bight,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
16265,pilgrim,['noun'],83,0,83,84.0,False,False,False,1,monomorphemic,norel
16266,conspirator,['noun'],38,0,38,39.0,False,False,False,1,complex,norel
16268,governor,['noun'],458,0,458,459.0,False,False,False,1,complex,norel
16271,neckcloth,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
16274,vintner,['noun'],8,0,8,9.0,False,False,False,0,obscure,norel
16275,horse-race,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
16276,windbreaker,['noun'],32,0,32,33.0,False,False,False,1,complex,norel
16284,squiggle,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
16291,ester,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
16292,shah,['noun'],78,0,78,79.0,False,False,False,1,monomorphemic,norel
16298,dime,['noun'],82,0,82,83.0,False,False,False,1,monomorphemic,norel
16300,blowhole,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16304,user,['noun'],226,0,226,227.0,False,False,False,1,complex,norel
16309,fire-eater,['noun'],3,0,3,4.0,False,False,False,2,complex,norel
16314,chronicler,['noun'],17,0,17,18.0,False,False,False,1,complex,norel
16319,hedgehopper,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16320,blockhouse,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
16321,carthorse,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
16331,password,['noun'],25,0,25,26.0,False,False,False,2,complex,norel
16334,sprinter,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
16335,carat,['noun'],11,0,11,12.0,False,False,False,1,monomorphemic,norel
16359,mincer,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
16364,trade-in,['noun'],4,0,4,5.0,False,False,False,1,zero_derivation,norel
16366,woodshed,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
16369,lathi,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
16377,mustang,['noun'],12,0,12,13.0,False,False,False,1,monomorphemic,norel
16378,trade-union,['noun'],25,0,25,26.0,False,False,False,1,complex,norel
16379,fanfare,['noun'],25,0,25,26.0,False,False,False,1,monomorphemic,norel
16384,gratuity,['noun'],8,0,8,9.0,False,False,False,0,obscure,norel
16389,ground-plan,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16397,firetrap,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16399,macrocosm,['noun'],5,0,5,6.0,False,False,False,0,may_include_a_root,norel
16402,alleyway,['noun'],19,0,19,20.0,False,False,False,1,complex,norel
16407,telpher,['noun'],1,0,1,2.0,False,False,False,0,may_include_a_root,norel
16409,earlobe,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
16410,beefsteak,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
16411,portico,['noun'],102,0,102,103.0,False,False,False,0,undetermined,norel
16421,caretaker,['noun'],51,0,51,52.0,False,False,False,1,complex,norel
16427,safety-pin,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
16428,Vandal,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
16434,belly-flop,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16438,besieger,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
16445,toucan,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
16450,chiropractor,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
16466,storm-centre,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16469,obelisk,['noun'],19,0,19,20.0,False,False,False,1,monomorphemic,norel
16478,Irishwoman,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
16483,heroine,['noun'],127,0,127,128.0,False,False,False,1,complex,norel
16496,kilometre,['noun'],497,0,497,498.0,False,False,False,1,complex,norel
16505,baron,['noun'],153,0,153,154.0,False,False,False,1,monomorphemic,norel
16508,aria,['noun'],33,0,33,34.0,False,False,False,1,monomorphemic,norel
16510,widgeon,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
16514,schooner,['noun'],2,0,2,3.0,False,False,False,0,may_include_a_root,norel
16516,saucepan,['noun'],208,0,208,209.0,False,False,False,1,complex,norel
16517,ukulele,['noun'],1,0,1,2.0,False,False,False,0,undetermined,norel
16519,kitty,['noun'],917,0,917,918.0,False,False,False,0,obscure,norel
16520,thermos,['noun'],29,0,29,30.0,False,False,False,1,monomorphemic,norel
16522,oarsman,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
16523,face-saver,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
16544,taillight,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
16550,sepulchre,['noun'],22,0,22,23.0,False,False,False,1,monomorphemic,norel
16551,edifice,['noun'],45,0,45,46.0,False,False,False,0,may_include_a_root,norel
16552,rotter,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
16562,stance,['noun'],268,0,268,269.0,False,False,False,1,monomorphemic,norel
16568,haulier,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16593,rodent,['noun'],43,0,43,44.0,False,False,False,1,monomorphemic,norel
16596,meson,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
16602,iris,['noun'],48,0,48,49.0,False,False,False,0,may_include_a_root,norel
16604,missile,['noun'],925,0,925,926.0,False,False,False,0,may_include_a_root,norel
16611,drawer,['noun'],427,0,427,428.0,False,False,False,1,complex,norel
16630,checkroom,['noun'],3,0,3,4.0,False,False,False,2,complex,norel
16633,sword,['noun'],305,0,305,306.0,False,False,False,1,monomorphemic,norel
16636,duplicator,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
16650,whippet,['noun'],6,0,6,7.0,False,False,False,0,obscure,norel
16665,agenda,['noun'],164,0,164,165.0,False,False,False,1,monomorphemic,norel
16669,boxing-glove,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
16674,sundae,['noun'],10,0,10,11.0,False,False,False,1,monomorphemic,norel
16676,solecism,['noun'],3,0,3,4.0,False,False,False,0,obscure,norel
16682,housewife,['noun'],259,0,259,260.0,False,False,False,1,complex,norel
16683,sinecure,['noun'],8,0,8,9.0,False,False,False,0,obscure,norel
16685,youngster,['noun'],391,0,391,392.0,False,False,False,1,complex,norel
16687,compiler,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
16692,skater,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
16696,snorkel,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
16701,seat-belt,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
16705,bleeder,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
16707,mode,['noun'],334,0,334,335.0,False,False,False,1,monomorphemic,norel
16709,roadmender,['noun'],2,0,2,3.0,False,False,False,2,complex,norel
16714,commonwealth,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
16715,safety-razor,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16718,chunk,['noun'],146,0,146,147.0,False,False,False,1,monomorphemic,norel
16722,turnkey,['noun'],4,0,4,5.0,False,False,False,2,complex,norel
16723,turtledove,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16731,activist,['noun'],266,0,266,267.0,False,False,False,1,complex,norel
16732,scimitar,['noun'],10,0,10,11.0,False,False,False,1,monomorphemic,norel
16734,balls-up,['noun'],4,0,4,5.0,False,False,False,1,zero_derivation,norel
16748,elector,['noun'],61,0,61,62.0,False,False,False,1,complex,norel
16749,keel,['noun'],46,0,46,47.0,False,False,False,1,monomorphemic,norel
16751,shoehorn,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
16757,suckling,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
16764,conga,['noun'],11,0,11,12.0,False,False,False,1,monomorphemic,norel
16768,aviator,['noun'],8,0,8,9.0,False,False,False,0,obscure,norel
16774,drinking-bout,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16775,snowfield,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
16777,sachet,['noun'],9,0,9,10.0,False,False,False,0,undetermined,norel
16780,dyne,['noun'],10,0,10,11.0,False,False,False,1,monomorphemic,norel
16783,surfboat,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
16790,ben,['noun'],699,0,699,700.0,False,False,False,1,monomorphemic,norel
16794,bee,['noun'],298,0,298,299.0,False,False,False,1,monomorphemic,norel
16797,bey,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
16809,kettledrum,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
16816,disquisition,['noun'],7,0,7,8.0,False,False,False,0,obscure,norel
16822,sprinkler,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
16825,gunner,['noun'],89,0,89,90.0,False,False,False,1,complex,norel
16828,jumble-sale,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
16832,visor,['noun'],24,0,24,25.0,False,False,False,0,may_include_a_root,norel
16838,biplane,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
16842,nuisance,['noun'],201,0,201,202.0,False,False,False,0,may_include_a_root,norel
16851,satyr,['noun'],25,0,25,26.0,False,False,False,1,monomorphemic,norel
16852,businessman,['noun'],416,0,416,417.0,False,False,False,1,complex,norel
16854,whipper-in,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
16855,affair,['noun'],1693,0,1693,1694.0,False,False,False,1,monomorphemic,norel
16857,adjudicator,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
16862,seraph,['noun'],6,0,6,7.0,False,False,False,1,monomorphemic,norel
16874,worktop,['noun'],2,0,2,3.0,False,False,False,2,complex,norel
16875,bobtail,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
16879,pimpernel,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
16882,pilaster,['noun'],12,0,12,13.0,False,False,False,0,may_include_a_root,norel
16900,accuser,['noun'],33,0,33,34.0,False,False,False,1,complex,norel
16901,cromlech,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
16908,sanctum,['noun'],8,0,8,9.0,False,False,False,0,may_include_a_root,norel
16946,thane,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
16959,solarium,['noun'],4,0,4,5.0,False,False,False,0,obscure,norel
16964,librettist,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
16965,scoopful,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
16966,armistice,['noun'],32,0,32,33.0,False,False,False,0,obscure,norel
16973,windpipe,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
16978,digger,['noun'],20,0,20,21.0,False,False,False,1,complex,norel
16983,inn,['noun'],205,0,205,206.0,False,False,False,1,monomorphemic,norel
16984,countermove,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
16992,spermatozoon,['noun'],4,0,4,5.0,False,False,False,0,may_include_a_root,norel
16997,bigwig,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
17004,tsetse,['noun'],11,0,11,12.0,False,False,False,0,undetermined,norel
17010,practitioner,['noun'],124,0,124,125.0,False,False,False,0,obscure,norel
17017,parachutist,['noun'],11,0,11,12.0,False,False,False,2,complex,norel
17018,lough,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
17019,stay-at-home,['noun'],7,0,7,8.0,False,False,False,0,irrelevant,norel
17020,pack-animal,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17029,rink,['noun'],22,0,22,23.0,False,False,False,1,monomorphemic,norel
17033,underdog,['noun'],19,0,19,20.0,False,False,False,1,complex,norel
17034,cowcatcher,['noun'],2,0,2,3.0,False,False,False,2,complex,norel
17035,insurrectionist,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
17044,witch-hunt,['noun'],9,0,9,10.0,False,False,False,1,complex,norel
17047,Polack,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
17050,footballer,['noun'],64,0,64,65.0,False,False,False,2,complex,norel
17052,bailor,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
17058,pay-off,['noun'],58,0,58,59.0,False,False,False,1,zero_derivation,norel
17063,cheapskate,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17067,nameplate,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
17078,backlog,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
17081,cup-tie,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
17083,kinsman,['noun'],19,0,19,20.0,False,False,False,1,complex,norel
17084,incubus,['noun'],19,0,19,20.0,False,False,False,0,may_include_a_root,norel
17089,cavalcade,['noun'],17,0,17,18.0,False,False,False,0,may_include_a_root,norel
17094,nabob,['noun'],6,0,6,7.0,False,False,False,1,monomorphemic,norel
17103,choker,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
17121,airlock,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
17122,reptile,['noun'],110,0,110,111.0,False,False,False,1,monomorphemic,norel
17140,zoologist,['noun'],28,0,28,29.0,False,False,False,1,complex,norel
17143,accountant,['noun'],193,0,193,194.0,False,False,False,1,complex,norel
17153,probationer,['noun'],5,0,5,6.0,False,False,False,2,complex,norel
17154,searcher,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
17167,dobbin,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
17169,aircraftsman,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
17176,handloom,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
17186,balcony,['noun'],235,0,235,236.0,False,False,False,1,monomorphemic,norel
17189,lyrebird,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
17194,anopheles,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
17197,meteor,['noun'],20,0,20,21.0,False,False,False,1,monomorphemic,norel
17199,fledgling,['noun'],33,0,33,34.0,False,False,False,1,complex,norel
17206,pinup,['noun'],19,0,19,20.0,False,False,False,1,complex,norel
17207,dahlia,['noun'],19,0,19,20.0,False,False,False,1,complex,norel
17239,lightship,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
17247,operetta,['noun'],6,0,6,7.0,False,False,False,0,undetermined,norel
17251,shoelace,['noun'],22,0,22,23.0,False,False,False,1,complex,norel
17256,sexton,['noun'],11,0,11,12.0,False,False,False,0,may_include_a_root,norel
17258,halyard,['noun'],1,0,1,2.0,False,False,False,0,may_include_a_root,norel
17260,washout,['noun'],5,0,5,6.0,False,False,False,1,zero_derivation,norel
17261,heading,['noun'],100,0,100,101.0,False,False,False,1,zero_derivation,norel
17283,fetish,['noun'],27,0,27,28.0,False,False,False,1,monomorphemic,norel
17290,neckline,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
17291,stumbling-block,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
17293,nanny,['noun'],193,0,193,194.0,False,False,False,0,obscure,norel
17298,rabbit-hole,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
17302,buckler,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
17303,land rover,['noun'],9,0,9,10.0,False,False,False,1,zero_derivation,norel
17309,launderer,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
17310,tickler,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
17312,county,['noun'],909,0,909,910.0,False,False,False,1,complex,norel
17314,turning,['noun'],32,0,32,33.0,False,False,False,1,zero_derivation,norel
17316,handlebar,['noun'],28,0,28,29.0,False,False,False,1,complex,norel
17323,panacea,['noun'],46,0,46,47.0,False,False,False,1,monomorphemic,norel
17331,churchyard,['noun'],130,0,130,131.0,False,False,False,1,complex,norel
17332,posting,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
17337,jakes,['noun'],6,0,6,7.0,False,False,False,0,may_include_a_root,norel
17345,chessman,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
17359,fresher,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
17361,fichu,['noun'],5,0,5,6.0,False,False,False,1,monomorphemic,norel
17364,euphonium,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
17370,pergola,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
17373,bullyboy,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17385,abdomen,['noun'],114,0,114,115.0,False,False,False,0,may_include_a_root,norel
17388,do-gooder,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
17393,guinea-pig,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
17395,idiosyncrasy,['noun'],20,0,20,21.0,False,False,False,0,obscure,norel
17401,hairnet,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
17407,hair-oil,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
17411,pull-in,['noun'],3,0,3,4.0,False,False,False,1,zero_derivation,norel
17412,furlong,['noun'],20,0,20,21.0,False,False,False,0,may_include_a_root,norel
17413,harmonica,['noun'],8,0,8,9.0,False,False,False,1,monomorphemic,norel
17416,stopover,['noun'],18,0,18,19.0,False,False,False,1,zero_derivation,norel
17419,pleasure-ground,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
17420,stretcher-bearer,['noun'],4,0,4,5.0,False,False,False,2,complex,norel
17426,bankroll,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
17434,yucca,['noun'],9,0,9,10.0,False,False,False,1,monomorphemic,norel
17443,constitutionalist,['noun'],9,0,9,10.0,False,False,False,1,complex,norel
17451,inkpot,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
17459,samurai,['noun'],10,0,10,11.0,False,False,False,0,undetermined,norel
